date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:23:41	25336/25336	---M--	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2016:43:24%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/gallery.html	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/gallery.html	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:42	31690/31690	---M--	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2016:43:24%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/gallery-2.html	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/gallery-2.html	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:42	33465/33465	---M--	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2016:43:24%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/gallery-fluid.html	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/gallery-fluid.html	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:42	25083/25083	---M--	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2016:43:24%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/gallery-masonary.html	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/gallery-masonary.html	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:42	36068/36068	---M--	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2016:43:24%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/blog.html	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/blog.html	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:43	41823/41823	---M--	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2016:43:24%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/blog-single.html	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/blog-single.html	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:43	20961/20961	---M--	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2016:43:24%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/contact.html	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/contact.html	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:43	33850/33850	---M--	200	added ('OK')	text/html	date:Sun,%2026%20Dec%202021%2016:43:24%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/causes.html	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/causes.html	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:44	12905/12905	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Dec%202021%2021:07:42%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/testimonial/01.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/testimonial/01.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:44	94295/94295	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Dec%202021%2021:08:44%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/about/02.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/about/02.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:44	76870/76870	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Dec%202021%2017:33:04%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/01.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/01.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:44	97342/97342	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Dec%202021%2017:32:52%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/02.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/02.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:45	66610/66610	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Dec%202021%2017:32:36%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/03.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/03.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:45	65628/65628	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Dec%202021%2017:32:20%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/04.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/04.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:45	69141/69141	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Dec%202021%2017:32:08%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/05.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/05.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:45	86463/86463	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Dec%202021%2017:31:50%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/06.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/06.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:46	84301/84301	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Dec%202021%2017:31:36%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/07.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/07.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:46	83952/83952	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Dec%202021%2017:31:14%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/08.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/gallery/home-3/08.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:46	57485/57485	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Dec%202021%2017:04:22%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/event/01.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/event/01.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:46	80053/80053	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Dec%202021%2017:04:40%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/event/02.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/event/02.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:47	163328/163328	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Dec%202021%2022:34:08%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/blog/02.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/blog/02.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:47	211714/211714	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Dec%202021%2022:34:34%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/blog/03.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/blog/03.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:48	175432/175432	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Dec%202021%2022:35:26%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/blog/05.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/blog/05.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:48	6663/6663	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Nov%202021%2016:31:18%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/partner/01.png	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/partner/01.png	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:48	216175/216175	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Dec%202021%2022:34:56%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/blog/04.jpg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/blog/04.jpg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:48	5716/5716	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Nov%202021%2016:32:04%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/partner/02.png	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/partner/02.png	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:49	5502/5502	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Nov%202021%2016:33:16%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/partner/03.png	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/partner/03.png	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:49	6195/6195	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Nov%202021%2016:32:50%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/images/partner/04.png	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/images/partner/04.png	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:49	89501/89501	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Nov%202021%2017:50:38%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/js/jquery-3.6.0.min.js	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/js/jquery-3.6.0.min.js	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:50	78129/78129	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Oct%202021%2001:44:24%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/js/bootstrap.bundle.min.js	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/js/bootstrap.bundle.min.js	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:50	8839/8839	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Dec%202021%2018:05:16%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/js/waypoints.min.js	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/js/waypoints.min.js	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:51	135678/135678	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Dec%202021%2021:33:00%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/js/swiper.min.js	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/js/swiper.min.js	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:51	52074/52074	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Dec%202020%2006:51:14%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/js/lightcase.js	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/js/lightcase.js	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:51	35456/35456	---M--	200	added ('OK')	application/javascript	date:Fri,%2010%20Dec%202021%2001:55:20%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/js/isotope.pkgd.min.js	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/js/isotope.pkgd.min.js	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:51	1045/1045	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Dec%202021%2018:08:08%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/js/jquery.counterup.min.js	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/js/jquery.counterup.min.js	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:52	1196706/1196706	---M--	200	added ('OK')	application/javascript	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/js/all.min.js	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/js/all.min.js	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:52	15242/15242	---M--	200	added ('OK')	application/javascript	date:Mon,%2002%20Nov%202015%2000:05:20%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/js/wow.js	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/js/wow.js	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:52	10256/10256	---M--	200	added ('OK')	application/javascript	date:Sat,%2025%20Dec%202021%2019:19:08%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/js/custom.js	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/js/custom.js	(from https://demos.codexcoder.com/labartisan/html/heal/heal/index.html)
10:23:53	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.eot	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.eot	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:53	134294/134294	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.eot?	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400d41d.eot	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:53	76736/76736	---M--	200	added ('OK')	font/woff2	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.woff2	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.woff2	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:53	89988/89988	---M--	200	added ('OK')	font/woff	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.woff	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.woff	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:54	133988/133988	---M--	200	added ('OK')	font/ttf	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.ttf	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.ttf	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:54	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.eot	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.eot	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:54	747927/747927	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.svg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-brands-400.svg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:55	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.eot?	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400d41d.eot	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:55	13224/13224	---M--	200	added ('OK')	font/woff2	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.woff2	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.woff2	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:55	16276/16276	---M--	200	added ('OK')	font/woff	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.woff	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.woff	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:56	33736/33736	---M--	200	added ('OK')	font/ttf	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.ttf	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.ttf	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:56	144714/144714	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.svg	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-regular-400.svg	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:57	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-solid-900.eot	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-solid-900.eot	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:57	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-solid-900.eot?	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-solid-900d41d.eot	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
10:23:58	78268/78268	---M--	200	added ('OK')	font/woff2	date:Wed,%2004%20Aug%202021%2022:25:46%20GMT	https://demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-solid-900.woff2	C:/Users/Itsme/OneDrive/Desktop/new/demos.codexcoder.com/labartisan/html/heal/heal/assets/webfonts/fa-solid-900.woff2	(from https://demos.codexcoder.com/labartisan/html/heal/heal/assets/css/all.min.css)
